rating,company name,headquarters,founded,company_age,type of ownership,industry,sector,revenue,competitors,min_salary,max_salary,avg_salary,job_state,same_state,job_title,job_level,python,excel,sql,tableau,aws,spark,hadoop,azure,segment
4.5,TACG Solutions,Beavercreek,2006,18,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,"Copper River Shared Services, Chenega Corporation, Deloitte",99000,132000,115500.0,Dayton,0,Data scientist,NA,1,1,1,1,0,0,0,0,Middle
4.7,Scoop,San Francisco,2015,9,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,NA,99000,132000,115500.0,San Francisco,1,Data engineer,Senior,1,0,0,0,0,1,0,0,Middle
4.5,Novetta,Mc Lean,2012,12,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton",99000,132000,115500.0,Herndon,0,Data scientist,Senior,1,1,0,0,1,0,0,0,Middle
4.2,IZEA,Winter Park,2006,18,Company - Public,Advertising & Marketing,Business Services,$25 to $50 million (USD),"Linqia, Collective Bias",99000,132000,115500.0,Winter Park,1,Data engineer,NA,1,1,1,0,1,1,1,0,Middle
3.4,Montway Inc,Schaumburg,2006,18,Company - Private,Shipping,Transportation & Logistics,Unknown / Non-Applicable,NA,99000,132000,115500.0,Schaumburg,1,Analyst,NA,1,1,1,1,0,0,0,0,Middle
3.8,Juniper Networks,Sunnyvale,1996,28,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),NA,99000,132000,115500.0,Cupertino,0,Data scientist,Senior,1,1,0,0,1,1,0,0,Corporate
4.7,1904labs,Saint Louis,2016,8,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,"Slalom, Daugherty Business Solutions",90000,109000,99500.0,Saint Louis,1,Data scientist,NA,1,0,1,0,0,1,0,0,Middle
3.6,XSELL Technologies,Chicago,2014,10,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,NA,90000,109000,99500.0,Chicago,1,Data scientist,NA,1,0,1,0,0,0,0,0,Middle
4.2,IZEA,Winter Park,2006,18,Company - Public,Advertising & Marketing,Business Services,$25 to $50 million (USD),"Linqia, Collective Bias",90000,109000,99500.0,Winter Park,1,Data engineer,NA,1,1,1,0,1,1,1,0,Middle
3.8,Juniper Networks,Sunnyvale,1996,28,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),NA,90000,109000,99500.0,Cupertino,0,Data scientist,Senior,1,1,0,0,1,1,0,0,Corporate
5.0,Notion Labs,San Francisco,2016,8,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,NA,90000,109000,99500.0,San Francisco,1,Data scientist,NA,0,0,1,0,0,0,0,0,Small
4.9,Lendio,Lehi,2011,13,Company - Private,Lending,Finance,$50 to $100 million (USD),NA,90000,109000,99500.0,Lehi,1,Data engineer,Senior,1,0,1,0,1,1,1,0,Middle
4.4,Direct Agents,New York,2003,21,Company - Private,Advertising & Marketing,Business Services,$25 to $50 million (USD),NA,90000,109000,99500.0,Culver City,0,Data engineer,NA,1,1,1,0,0,0,0,0,Middle
3.3,NAVEX Global,Lake Oswego,2012,12,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),NA,90000,109000,99500.0,Lake Oswego,1,Data scientist,NA,1,0,1,1,0,1,0,0,Corporate
3.2,Triplebyte,San Francisco,2015,9,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,NA,90000,109000,99500.0,NA,0,MLE,NA,0,0,0,0,0,0,0,0,Middle
4.2,Upstart,San Mateo,2012,12,Company - Private,Lending,Finance,Unknown / Non-Applicable,NA,90000,109000,99500.0,San Mateo,1,Data scientist,NA,1,0,0,0,0,0,0,0,Middle
4.5,Envision LLC,Saint Louis,1994,30,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),NA,90000,109000,99500.0,San Francisco,0,Analyst,NA,1,0,0,1,0,1,1,0,Middle
4.8,AppLovin,Palo Alto,2012,12,Company - Private,Video Games,Media,Unknown / Non-Applicable,NA,90000,109000,99500.0,Palo Alto,1,Data engineer,NA,0,1,0,0,0,1,1,0,Middle
3.8,ISO New England,Holyoke,1997,27,Nonprofit Organization,Utilities,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable,NA,90000,109000,99500.0,Holyoke,1,NA,NA,0,1,1,0,0,0,0,0,Middle
3.7,Relativity,Chicago,2001,23,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,NA,90000,109000,99500.0,Chicago,1,Data engineer,NA,0,1,1,1,0,1,0,0,Corporate
3.3,Tempo Automation,San Francisco,2013,11,Company - Private,Electrical & Electronic Manufacturing,Manufacturing,$5 to $10 million (USD),NA,90000,109000,99500.0,San Francisco,1,Data scientist,Senior,1,0,1,1,1,1,1,0,Middle
3.3,MITRE,Bedford,1958,66,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC",90000,109000,99500.0,McLean,0,Data scientist,NA,1,0,0,0,0,0,0,0,Corporate
5.0,"Expedition Technology, Inc.",Dulles,2013,11,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),NA,90000,109000,99500.0,Herndon,0,MLE,NA,1,1,0,0,0,0,0,0,Small
3.8,Evidera,Bethesda,2013,11,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"IQVIA, ICON",90000,109000,99500.0,Bethesda,1,NA,NA,0,1,0,0,0,0,0,0,Middle
3.4,Plymouth Rock Assurance,Boston,1982,42,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),"Arbella Insurance, Safety Insurance",90000,109000,99500.0,Woodbridge,0,Data scientist,NA,0,1,1,0,0,0,0,0,Corporate
2.4,Crown Bioscience,San Diego,2006,18,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),NA,90000,109000,99500.0,San Diego,1,NA,NA,0,0,0,0,0,0,0,0,Middle
2.9,GNS Healthcare,Cambridge,2000,24,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),NA,90000,109000,99500.0,Cambridge,1,Data scientist,NA,0,0,1,0,1,0,0,0,Middle
4.4,OneMagnify,Detroit,1967,57,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,NA,90000,109000,99500.0,Dearborn,0,Manager,NA,0,1,1,1,0,0,0,0,Middle
2.9,SPECTRUM,Stamford,2016,8,Subsidiary or Business Segment,"Cable, Internet & Telephone Providers",Telecommunications,$10+ billion (USD),NA,90000,109000,99500.0,Maryland Heights,0,Data scientist,NA,1,1,1,0,0,0,1,0,Corporate
2.7,Advanced BioScience Laboratories,Rockville,1961,63,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),NA,90000,109000,99500.0,Rockville,1,NA,NA,0,0,0,0,0,0,0,0,Middle
4.2,Procore Technologies,Carpinteria,2002,22,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,NA,90000,109000,99500.0,Carpinteria,1,Data engineer,NA,1,1,1,0,1,1,1,0,Corporate
3.5,Ritedose,Columbia,1995,29,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),NA,90000,109000,99500.0,Columbia,1,NA,Senior,0,1,0,0,0,0,0,0,Middle
0.0,Covid-19 Search Partners,NA,0,0,NA,NA,NA,NA,NA,90000,109000,99500.0,Hauppauge,0,NA,NA,0,0,0,0,0,0,0,0,NA
4.2,bioMérieux,Marcy-l'Etoile,1963,61,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),NA,90000,109000,99500.0,Saint Louis,0,Data scientist,Senior,1,1,0,0,0,0,0,0,Corporate
4.5,Novetta,Mc Lean,2012,12,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton",101000,165000,133000.0,Herndon,0,Data scientist,NA,1,1,0,0,1,0,0,0,Middle
4.4,Guzman & Griffin Technologies (GGTI),Mays Landing,1997,27,Company - Private,Federal Agencies,Government,Unknown / Non-Applicable,NA,101000,165000,133000.0,Washington,0,Data scientist,NA,1,1,1,1,0,1,1,0,Small
0.0,Radical Convergence,NA,0,0,NA,NA,NA,NA,NA,101000,165000,133000.0,Reston,0,MLE,NA,1,0,0,0,0,0,0,0,NA
3.5,Leidos,Reston,1969,55,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),NA,101000,165000,133000.0,Fort Meade,0,Data scientist,NA,0,0,0,0,1,0,0,0,Corporate
4.5,Demandbase,San Francisco,2006,18,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"Engagio, Bombora, Terminus",101000,165000,133000.0,San Francisco,1,Data scientist,NA,1,0,1,0,1,1,0,0,Middle
4.1,Shelter Insurance,Columbia,1946,78,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),NA,101000,165000,133000.0,Columbia,1,Analyst,NA,1,1,1,1,1,0,0,0,Corporate
3.5,Maxar Technologies,Westminster,0,0,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),NA,101000,165000,133000.0,Chantilly,0,Data scientist,NA,0,0,0,0,0,0,0,0,Corporate
2.7,USAC,Washington,1997,27,Nonprofit Organization,Telecommunications Services,Telecommunications,$25 to $50 million (USD),NA,101000,165000,133000.0,Washington,1,Analyst,NA,1,1,1,0,0,0,0,0,Middle
3.4,General Dynamics Information Technology,Fairfax,1996,28,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD),"SAIC, Leidos, Northrop Grumman",101000,165000,133000.0,Vicksburg,0,NA,NA,0,0,0,0,0,0,0,0,Corporate
4.4,Offerpad,Chandler,2015,9,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,NA,101000,165000,133000.0,Chandler,1,Data scientist,NA,1,1,1,0,0,0,0,1,Middle
4.0,Autodesk,San Rafael,1982,42,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),NA,101000,165000,133000.0,San Francisco,0,Analyst,Senior,1,0,1,0,0,1,1,0,Corporate
4.2,Autodesk,Herndon,1968,56,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),NA,101000,165000,133000.0,San Francisco,0,Analyst,Senior,1,0,1,1,0,1,1,0,Corporate
3.5,Magna International Inc.,Aurora,1957,67,Company - Public,NA,NA,$10+ billion (USD),"Bosch, Lear Corporation, Faurecia",101000,165000,133000.0,Birmingham,0,Data engineer,NA,1,0,1,0,1,1,1,0,Corporate
2.3,United BioSource,Blue Bell,2003,21,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Covance, ICON",101000,165000,133000.0,Blue Bell,1,Analyst,Senior,0,1,1,1,0,0,0,0,Corporate
3.4,Kelly,Troy,1946,78,Company - Public,Staffing & Outsourcing,Business Services,$5 to $10 billion (USD),"Adecco, ManpowerGroup, Allegis Corporation",101000,165000,133000.0,Chicago,0,Data scientist,NA,0,1,0,0,0,0,0,0,Corporate
3.3,Tempus Labs,Chicago,2015,9,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,NA,101000,165000,133000.0,Redwood City,0,MLE,NA,1,0,1,0,1,0,0,0,Middle
4.7,C3.ai,Redwood City,2009,15,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"GE Digital, Palantir Technologies, Uptake",101000,165000,133000.0,Redwood City,1,Data scientist,NA,1,1,0,0,0,0,0,0,Middle
3.9,Quartet Health,New York,2014,10,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,NA,101000,165000,133000.0,New York,1,Data scientist,Senior,1,0,0,0,0,0,1,0,Middle
3.3,Midland Credit Management,San Diego,1953,71,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$1 to $2 billion (USD),PRA Group,101000,165000,133000.0,San Diego,1,Analyst,NA,1,1,1,0,0,0,0,0,Corporate
3.3,Tempus Labs,Chicago,2015,9,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,NA,101000,165000,133000.0,Chicago,1,MLE,Senior,1,0,1,0,1,0,0,0,Middle
4.4,Resurgent Capital Services,Greenville,1998,26,Company - Private,Venture Capital & Private Equity,Finance,$50 to $100 million (USD),NA,101000,165000,133000.0,Cincinnati,0,Data engineer,NA,1,1,1,0,1,0,0,1,Middle
3.7,PNNL,Richland,1965,59,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",56000,97000,76500.0,Richland,1,Data scientist,NA,0,1,0,0,0,0,0,0,Corporate
3.5,Buckman,Memphis,1945,79,Company - Private,Chemical Manufacturing,Manufacturing,$500 million to $1 billion (USD),NA,56000,97000,76500.0,Memphis,1,Data scientist,NA,1,0,1,0,0,0,1,1,Corporate
3.6,Buckman,Arlington,1967,57,Nonprofit Organization,Federal Agencies,Government,$50 to $100 million (USD),NA,56000,97000,76500.0,Memphis,0,MLE,NA,1,0,0,0,0,0,0,0,Middle
3.8,Evidera,Bethesda,2013,11,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"IQVIA, ICON",56000,97000,76500.0,Bethesda,1,NA,NA,0,1,0,0,0,0,0,0,Middle
4.7,webfx.com,Harrisburg,1997,27,Company - Private,Advertising & Marketing,Business Services,$25 to $50 million (USD),NA,56000,97000,76500.0,Harrisburg,1,Analyst,Junior,0,1,0,0,0,0,0,0,Middle
3.5,Argo Group US,Hamilton,1948,76,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),NA,56000,97000,76500.0,New York,0,Data scientist,Senior,1,0,1,0,1,1,1,0,Corporate
3.3,BWX Technologies,Lynchburg,1850,174,Company - Public,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),NA,56000,97000,76500.0,Oak Ridge,0,Data scientist,NA,1,0,0,0,0,0,0,0,Corporate
3.9,Life360,San Francisco,2008,16,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,NA,56000,97000,76500.0,San Francisco,1,Analyst,Senior,1,0,1,1,0,0,0,0,Middle
3.7,MassMutual,Springfield,1851,173,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),NA,56000,97000,76500.0,Boston,0,Data scientist,Senior,1,0,1,0,1,1,1,0,Corporate
3.9,Natera,San Carlos,2004,20,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Genomic Health, 23andMe, Illumina",56000,97000,76500.0,San Carlos,1,NA,NA,1,1,0,0,1,0,0,0,Middle
4.0,Genentech,South San Francisco,1976,48,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),NA,56000,97000,76500.0,South San Francisco,1,NA,NA,1,1,0,0,1,0,0,0,Corporate
4.2,Ntrepid,Herndon,2010,14,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),"Bromium, FireEye, Authentic8",56000,97000,76500.0,Herndon,1,NA,NA,1,0,1,0,0,0,0,0,Middle
3.6,Constant Contact,Waltham,1995,29,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,"Drip, iContact, Mailchimp",56000,97000,76500.0,Waltham,1,Data scientist,Senior,1,1,0,0,1,1,1,0,NA
4.7,Sage Intacct,San Jose,1999,25,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,NA,56000,97000,76500.0,San Francisco,0,MLE,Senior,1,0,1,0,0,0,0,0,Middle
4.1,Shape Security,Mountain View,2011,13,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,NA,56000,97000,76500.0,Santa Clara,0,Data engineer,NA,1,0,0,0,1,0,0,0,Middle
4.0,AstraZeneca,Cambridge,1913,111,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",56000,97000,76500.0,Gaithersburg,0,Data scientist,Senior,1,1,0,0,0,0,0,0,Corporate
5.0,SkillSoniq,Jersey City,0,0,Company - Public,NA,NA,Unknown / Non-Applicable,NA,56000,97000,76500.0,San Francisco,0,Data scientist,NA,1,0,1,0,0,0,0,0,NA
4.0,AstraZeneca,Cambridge,1913,111,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",56000,97000,76500.0,New York,0,Data scientist,Senior,1,0,0,0,0,0,0,0,Corporate
4.3,Joby Aviation,Santa Cruz,0,0,Company - Private,NA,NA,Unknown / Non-Applicable,NA,56000,97000,76500.0,San Carlos,0,Data scientist,NA,1,1,1,0,1,1,0,0,Middle
3.8,Cook Children's Health Care System,Fort Worth,1918,106,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),"Children's Health, Texas Health Resources, Baylor Scott & White Health",56000,97000,76500.0,Fort Worth,1,Analyst,Senior,0,0,0,0,0,0,0,0,Corporate
3.8,Rubius Therapeutics,Cambridge,2013,11,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),NA,56000,97000,76500.0,Smithfield,0,Director,Senior,0,0,0,0,0,0,0,0,Middle
4.6,GreatAmerica Financial Services,Cedar Rapids,1992,32,Company - Private,Lending,Finance,$100 to $500 million (USD),NA,56000,97000,76500.0,Cedar Rapids,1,Analyst,NA,0,1,1,1,0,0,0,0,Middle
4.1,Upside Business Travel,Washington,2015,9,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,NA,79000,106000,92500.0,NA,0,Data scientist,NA,1,0,0,0,0,0,0,0,Middle
3.4,Spectrum Communications and Consulting,Chicago,1992,32,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),NA,79000,106000,92500.0,Chicago,1,Data scientist,NA,0,0,1,0,0,0,0,0,Middle
4.1,Coverent,McLean,2008,16,Company - Private,Consulting,Business Services,$10 to $25 million (USD),NA,79000,106000,92500.0,McLean,1,Data scientist,NA,1,1,0,0,0,0,0,0,Middle
3.7,Mteq,Lorton,1954,70,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),"Harris, Fibertek",79000,106000,92500.0,Fort Belvoir,0,MLE,NA,1,0,0,0,0,0,0,0,Middle
4.4,Rocket Lawyer,San Francisco,2008,16,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),NA,79000,106000,92500.0,San Francisco,1,Data engineer,NA,1,1,1,0,0,0,1,0,Middle
3.9,Novartis,Basel,1996,28,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),NA,79000,106000,92500.0,Cambridge,0,Data scientist,Senior,0,0,0,0,0,0,0,0,Corporate
3.6,Alion Science & Technology,Mc Lean,2001,23,Company - Private,Research & Development,Business Services,$1 to $2 billion (USD),NA,79000,106000,92500.0,Linthicum Heights,0,Data engineer,NA,1,1,1,0,1,0,0,0,Corporate
4.5,Novetta,Mc Lean,2012,12,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton",79000,106000,92500.0,Herndon,0,NA,NA,0,1,0,0,0,0,0,0,Middle
3.7,Protolabs,Maple Plain,1999,25,Company - Public,Miscellaneous Manufacturing,Manufacturing,$100 to $500 million (USD),NA,79000,106000,92500.0,Maple Plain,1,Analyst,Senior,0,0,1,0,0,0,0,0,Corporate
2.9,Quest Integrity,Kent,1996,28,Company - Public,Oil & Gas Services,"Oil, Gas, Energy & Utilities",$50 to $100 million (USD),NA,79000,106000,92500.0,Tulsa,0,Analyst,NA,0,1,0,0,0,0,0,0,Middle
5.0,Phoenix Operations Group,Woodbine,2011,13,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),NA,79000,106000,92500.0,Annapolis Junction,0,Data scientist,NA,1,0,0,0,0,1,0,0,Small
3.4,Dice.com,Denver,1990,34,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Monster Worldwide, CareerBuilder, Craigslist",79000,106000,92500.0,Newton,0,Data scientist,NA,1,1,1,0,1,0,0,0,Middle
3.5,Maxar Technologies,Westminster,0,0,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),NA,79000,106000,92500.0,Herndon,0,Data scientist,Senior,1,1,1,0,0,0,0,0,Corporate
5.0,Phoenix Operations Group,Woodbine,2011,13,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),NA,79000,106000,92500.0,Baltimore,0,Data scientist,NA,1,0,0,0,0,1,0,0,Small
4.8,Klaviyo,Boston,2012,12,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,NA,79000,106000,92500.0,Boston,1,NA,NA,1,0,0,0,0,0,0,0,Middle
3.9,Southwest Research Institute,San Antonio,1947,77,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",79000,106000,92500.0,Oklahoma City,0,NA,NA,1,1,0,0,0,0,0,0,Corporate
4.0,AstraZeneca,Cambridge,1913,111,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",79000,106000,92500.0,Gaithersburg,0,Data scientist,NA,1,0,1,0,1,1,1,1,Corporate
4.3,The Buffalo Group,Reston,2010,14,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),"ManTech, Booz Allen Hamilton, Leidos",79000,106000,92500.0,Fort Belvoir,0,Analyst,Senior,1,0,0,0,0,0,0,0,Middle
3.5,Central California Alliance for Health,Scotts Valley,1996,28,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),NA,79000,106000,92500.0,Scotts Valley,1,Manager,NA,0,0,1,1,0,0,0,0,Middle
3.7,MassMutual,Springfield,1851,173,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),NA,79000,106000,92500.0,Boston,0,NA,NA,0,1,1,0,0,1,1,0,Corporate
3.3,Tempus Labs,Chicago,2015,9,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,NA,79000,106000,92500.0,Redwood City,0,MLE,Senior,1,0,1,0,1,0,0,0,Middle
3.1,Security Finance Corporation of Spartanburg,Spartanburg,1955,69,Company - Private,Lending,Finance,Unknown / Non-Applicable,NA,79000,106000,92500.0,Spartanburg,1,Analyst,NA,0,0,1,0,0,0,0,0,Corporate
4.3,PulsePoint,New York,2011,13,Company - Private,Internet,Information Technology,$100 to $500 million (USD),"Crossix Solutions Inc., AppNexus, The Trade Desk",71000,123000,97000.0,New York,1,Data scientist,NA,1,0,0,0,0,1,1,0,Middle
4.2,LSQ,Orlando,1996,28,Company - Private,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),NA,71000,123000,97000.0,Orlando,1,Data scientist,NA,1,1,0,1,1,1,1,0,Middle
4.4,Resurgent Capital Services,Greenville,1998,26,Company - Private,Venture Capital & Private Equity,Finance,$50 to $100 million (USD),NA,71000,123000,97000.0,Cincinnati,0,Data engineer,NA,1,1,1,0,1,0,0,1,Middle
3.6,Opendoor,San Francisco,2014,10,Company - Private,Real Estate,Real Estate,$2 to $5 billion (USD),NA,71000,123000,97000.0,San Francisco,1,Data scientist,NA,1,0,1,0,1,0,0,0,Middle
4.5,Global Data Management Inc,Woodbridge,2008,16,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),NA,71000,123000,97000.0,Hartford,0,Data scientist,NA,1,0,1,0,0,0,0,0,Middle
3.0,Photon Infotech,Chennai,1999,25,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),NA,71000,123000,97000.0,Chicago,0,Data scientist,NA,1,1,1,0,0,1,1,0,Corporate
5.0,REE,Tel Aviv-Yafo,2018,6,Company - Private,Transportation Equipment Manufacturing,Manufacturing,Unknown / Non-Applicable,NA,71000,123000,97000.0,NA,0,Data scientist,NA,1,0,0,0,0,0,0,0,Middle
3.6,Riverside Research Institute,Arlington,1967,57,Nonprofit Organization,Federal Agencies,Government,$50 to $100 million (USD),NA,71000,123000,97000.0,Beavercreek,0,MLE,NA,1,0,0,0,0,0,0,0,Middle
3.6,T. Rowe Price,Baltimore,1937,87,Company - Public,Investment Banking & Asset Management,Finance,$2 to $5 billion (USD),NA,71000,123000,97000.0,Baltimore,1,Analyst,NA,1,1,0,1,0,0,0,0,Corporate
0.0,"Encode, Inc.",Manalapan,0,0,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),NA,71000,123000,97000.0,Norfolk,0,Data scientist,NA,0,1,0,0,1,0,0,0,Small
3.8,Evidera,Bethesda,2013,11,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"IQVIA, ICON",71000,123000,97000.0,Bethesda,1,NA,NA,0,1,0,0,0,0,0,0,Middle
3.3,BWX Technologies,Lynchburg,1850,174,Company - Public,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),NA,71000,123000,97000.0,Oak Ridge,0,Data scientist,NA,1,0,0,0,0,0,0,0,Corporate
3.8,Brighthouse Financial,Charlotte,2017,7,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable,NA,71000,123000,97000.0,Charlotte,1,Analyst,NA,0,0,0,0,0,0,0,0,Corporate
3.5,Argo Group US,Hamilton,1948,76,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),NA,71000,123000,97000.0,New York,0,Data scientist,Senior,1,0,1,0,1,1,1,0,Corporate
3.3,II-VI Incorporated,Saxonburg,1971,53,Company - Public,Telecommunications Manufacturing,Telecommunications,$1 to $2 billion (USD),"Lumentum Operations, Keysight Technologies, O-Net Technologies",71000,123000,97000.0,Champaign,0,Data scientist,NA,0,1,1,0,0,0,0,0,Corporate
4.6,Surya Systems,Bristol,0,0,Company - Private,Computer Hardware & Software,Information Technology,Less than $1 million (USD),NA,71000,123000,97000.0,San Francisco,0,Data scientist,NA,1,0,1,1,0,0,1,0,Small
3.8,PayPal,San Jose,1998,26,Company - Public,Internet,Information Technology,$10+ billion (USD),"Square, Amazon, Apple",71000,123000,97000.0,NA,0,Data scientist,NA,1,1,0,0,0,1,1,0,Corporate
3.9,Life360,San Francisco,2008,16,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,NA,71000,123000,97000.0,San Francisco,1,Analyst,Senior,1,0,1,1,0,0,0,0,Middle
3.9,Predictive Research Inc,Bangalore,0,0,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,NA,71000,123000,97000.0,Plano,0,Data scientist,NA,1,0,0,0,0,0,0,0,Small
4.7,Oversight Systems,Atlanta,2003,21,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),NA,90000,124000,107000.0,Atlanta,1,Data scientist,NA,1,1,1,0,0,0,0,0,Middle
4.8,Acuity Insurance,Sheboygan,1925,99,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),NA,90000,124000,107000.0,Sheboygan,1,Data scientist,Senior,0,0,0,0,0,0,0,0,Corporate
3.1,1010data,New York,2000,24,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),NA,90000,124000,107000.0,New York,1,Data engineer,NA,1,1,1,0,1,0,0,0,Middle
3.6,Gigya,Mountain View,2006,18,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),NA,90000,124000,107000.0,Palo Alto,0,Data scientist,NA,0,0,0,0,0,0,0,0,Middle
